"location_name","date","allbed_mean","allbed_lower","allbed_upper","ICUbed_mean","ICUbed_lower","ICUbed_upper","InvVen_mean","InvVen_lower","InvVen_upper","deaths_mean","deaths_lower","deaths_upper","admis_mean","admis_lower","admis_upper","newICU_mean","newICU_lower","newICU_upper","totdea_mean","totdea_lower","totdea_upper","bedover_mean","bedover_lower","bedover_upper","icuover_mean","icuover_lower","icuover_upper"
"Abruzzo","2020-01-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-02-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-03-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-03-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-03-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-03-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-03-05",3.6804,2.65,5.5,1,1,1,1,1,1,0,0,0,3.6804,2.65,5.5,1,1,1,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-03-06",3.6804,2.65,5.5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-03-07",7.34385,5.65,9.7,2,2,2,2,2,2,0,0,0,3.66345,2.65,5.5,1,1,1,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-03-08",7.34385,5.65,9.7,2.2377,2.05,2.5,2.1759,2,2.4,0,0,0,0,0,0,0.2377,0.05,0.5,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-03-09",7.34385,5.65,9.7,2.2377,2.05,2.5,2.1759,2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abruzzo","2020-03-10",11.0462,8.99875,13.75,3.47265,3.2,3.85,3.34845,3.1,3.7,1,1,1,3.70235,2.65,5.45,1.23495,1.05,1.5,1,1,1,0,0,0,0,0,0
"Abruzzo","2020-03-11",13.7409,11.2,17.05125,3.47265,3.2,3.85,3.34845,3.1,3.7,0,0,0,3.6947,2.65,5.55125,1,1,1,1,1,1,0,0,0,0,0,0
"Abruzzo","2020-03-12",18.60955,15.74875,22.35,5.47265,5.2,5.85,5.34845,5.1,5.7,1,1,1,7.31135,5.7,9.75125,2,2,2,2,2,2,0,0,0,0,0,0
"Abruzzo","2020-03-13",21.27605,18.14875,25.30125,5.70935,5.35,6.15,5.5217,5.2,5.9,0,0,0,3.6665,2.65,5.50125,1.2367,1.05,1.5,2,2,2,0,0,0,0,0,0
"Abruzzo","2020-03-14",33.52485,29.35,38.25,9.94255,9.5,10.45,9.69165,9.3,10.10125,0,0,0,14.6773,12.05,18.3,4.2332,4.05,4.5,2,2,2,0,0,0,0,0,0
"Abruzzo","2020-03-15",55.5213,50.09875,61.9525,16.4148,15.9,17.1,16.03965,15.6,16.6,1,1,1,21.99645,18.55,25.95125,6.47225,6.2,6.85,3,3,3,0,0,0,0,0,0
"Abruzzo","2020-03-16",72.84095,66.4975,79.80125,20.6531,20.05,21.35,20.2147,19.7,20.8,1,1,1,18.31965,15.44875,22.1,5.2383,5.05,5.50125,4,4,4,0,0,0,0,0,0
"Abruzzo","2020-03-17",109.559,102.05,118.5,31.60315,30.85,32.4,30.9138,30.25,31.6,2,2,2,40.1837,35.64875,45.50125,11.95005,11.5,12.45,6,6,6,0,0,0,0,0,0
"Abruzzo","2020-03-18",123.3308,115.39875,132.705,36.02275,35.05,37.05,34.95985,34.15,35.8,1,1,1,18.2333,15.4,21.755,6.4196,5.85,7.05,7,7,7,0,0,0,0.02275,0,1.05
"Abruzzo","2020-03-19",146.9037,137.95,157.155,44.19405,43.05,45.3,42.81615,41.94875,43.75,4,4,4,29.412,25.49875,34.05,9.1713,8.7,9.75,11,11,11,0,0,0,8.19405,7.05,9.3
"Abruzzo","2020-03-20",162.52135,152.79875,172.85,48.76435,47.44875,50.15125,46.7061,45.6,47.95,6,6,6,22.04585,18.95,26.20125,8.5703,7.75,9.35,17,17,17,0,0,0,12.76435,11.44875,14.15125
"Abruzzo","2020-03-21",187.1262,176.345,198.50125,54.687,53.25,56.2,52.38885,51.19875,53.60125,5,5,5,40.3321,35.5,46.05375,12.16035,11.65,12.75,22,22,22,0,0,0,18.687,17.25,20.2
"Abruzzo","2020-03-22",185.90845,174.89875,197.1525,56.596,54.99875,58.25,53.7968,52.49875,55.2,11,11,11,18.3591,15.35,22.1525,6.909,6.25,7.6,33,33,33,0,0,0,20.596,18.99875,22.25
"Abruzzo","2020-03-23",192.12195,181.3975,204.3525,54.78545,53.05,56.50125,51.6793,50.19875,53.20125,5,5,5,29.36185,25.65,34.05125,9.4244,8.85,10.1,38,38,38,0,0,0,18.78545,17.05,20.50125
"Abruzzo","2020-03-24",204.3915,193.89875,215.8525,64.3704,62.35,66.3,60.58905,58.85,62.25,8,8,8,43.88295,39.29875,49.75125,14.58495,13.85,15.45,46,46,46,0,0,0,28.3704,26.35,30.3
"Abruzzo","2020-03-25",235.4307,223.59625,248.75125,71.56505,69.49875,73.7,67.4661,65.7,69.15125,6,6,6,51.34985,46.15,57.55125,15.19465,14.65,15.8,52,52,52,0,0,0,35.56505,33.49875,37.7
"Abruzzo","2020-03-26",257.5515,246.09875,270.4575,80.22725,78.05,82.35125,75.68925,73.94875,77.45,11,11,11,47.6238,42.75,52.9525,14.8989,14.25,15.65,63,63,63,0,0,0,44.22725,42.05,46.35125
"Abruzzo","2020-03-27",261.12195,249.24625,275.5,79.8162,77.45,82.25,74.5946,72.6,76.60125,5,5,5,29.42685,25.3,34.45,10.82215,10.05,11.75,68,68,68,0,0,0,43.8162,41.45,46.25
"Abruzzo","2020-03-28",266.09385,253.8975,279.9025,87.6335,85.2,90.00125,81.67875,79.64875,83.70125,8,8,8,36.71905,32.2475,41.8025,13.28955,12.45,14.3,76,76,76,0,0,0,51.6335,49.2,54.00125
"Abruzzo","2020-03-29",293.5846,281.44875,308.05125,95.4814,92.89875,98.15125,88.7756,86.7,91.05,12,12,12,47.6552,42.59875,53.4025,16.0862,15.3,17,88,88,88,0,0,0,59.4814,56.89875,62.15125
"Abruzzo","2020-03-30",287.5507,275.09875,301.4575,91.4213,88.9,93.95,84.46555,82.4,86.65,14,14,14,25.66575,21.9,30.20125,8.88995,8.25,9.55,102,102,102,0,0,0,55.4213,52.9,57.95
"Abruzzo","2020-03-31",262.59765,249.74875,275.25375,83.3627,80.69875,86,76.15855,73.95,78.25125,13,13,13,18.34095,15.44875,21.8,7.361,6.64875,8.15,115,115,115,0,0,0,47.3627,44.69875,50
"Abruzzo","2020-04-01",255.46355,243.45,269.105,83.25775,80.59875,85.85125,75.56385,73.35,77.65125,8,8,8,40.39845,36.15,45.75,14.06635,13.25,15,123,123,123,0,0,0,47.25775,44.59875,49.85125
"Abruzzo","2020-04-02",226.6928,216.4925,238.95125,77.3352,74.84875,79.85,69.89055,67.7,72.2,10,10,10,11.00515,9,13.9,4.64775,4.05,5.4,133,133,133,0,0,0,41.3352,38.84875,43.85
"Abruzzo","2020-04-03",221.85155,211.44875,233.55,74.36,71.9,76.95,66.90905,64.85,69.15,13,13,13,25.6457,22.05,30.10125,8.18515,7.65,8.75,146,146,146,0,0,0,38.36,35.9,40.95
"Abruzzo","2020-04-04",238.02165,226.39625,250.60125,77.0502,74.49875,79.6,69.4081,67.25,71.70125,7,7,7,54.94775,49.6,61.1525,17.5992,16.85,18.5,153,153,153,0,0,0,41.0502,38.49875,43.6
"Abruzzo","2020-04-05",212.9536,202.245,225.05125,73.33415,70.74875,75.95,65.87345,63.85,68.15,5,5,5,14.6921,12.05,18.40125,4.70835,4.35,5.15125,158,158,158,0,0,0,37.33415,34.74875,39.95
"Abruzzo","2020-04-06",217.70295,207.14875,229.2,75.3863,72.8,78.2,68.1717,66.15,70.55125,11,11,11,29.33765,25.7,33.90125,9.6371,9.05,10.35,169,169,169,0,0,0,39.3863,36.8,42.2
"Abruzzo","2020-04-07",215.35175,204.44875,226.40125,72.73755,70.1,75.6,64.90075,62.7,67.4,3,3,3,21.96495,18.64875,26.05125,9.5459,8.6,10.45125,172,172,172,0,0,0,36.73755,34.1,39.6
"Abruzzo","2020-04-08",227.53115,216.89875,238.65125,80.78425,78.25,83.60125,73.1961,71.05,75.5,7,7,7,43.88765,39.4,49.40125,12.9456,12.5,13.45,179,179,179,0,0,0,44.78425,42.25,47.60125
"Abruzzo","2020-04-09",241.15045,229.84875,252.40375,80.85615,78.3,83.65,73.52025,71.44875,75.80125,15,15,15,29.3405,25.45,33.95,9.89405,9.3,10.55,194,194,194,0,0,0,44.85615,42.3,47.65
"Abruzzo","2020-04-10",236.02585,224.945,247.9525,71.9938,69.6,74.65125,65.13125,63.05,67.4,4,4,4,29.46895,25.65,34.10125,9.4272,8.9,10.1,198,198,198,0,0,0,35.9938,33.6,38.65125
"Abruzzo","2020-04-11",205.3454,195.3475,217.1,70.71355,68.35,73.35,63.9366,61.95,66.05,8,8,8,10.91605,8.84875,13.95,5.80595,5,6.7,206,206,206,0,0,0,34.71355,32.35,37.35
"Abruzzo","2020-04-12",196.65895,186.5425,207.70875,65.71415,63.35,68.3,58.93685,56.95,61.1,6,6,6,10.95895,8.75,13.75,4.89055,4.25,5.55,212,212,212,0,0,0,29.71415,27.35,32.3
"Abruzzo","2020-04-13",194.00235,184.14625,205.2025,66.26075,63.85,68.80125,59.60565,57.65,61.75,12,12,12,25.60915,21.99875,30.1,8.9076,8.25,9.7,224,224,224,0,0,0,30.26075,27.85,32.80125
"Abruzzo","2020-04-14",182.4528,172.24625,193.35125,56.89135,54.49875,59.40125,50.86075,48.99875,52.90125,8,8,8,18.27775,15.4,21.90375,5.69695,5.3,6.15,232,232,232,0,0,0,20.89135,18.49875,23.40125
"Abruzzo","2020-04-15",160.61935,151.395,170.55125,52.93965,50.55,55.35,47.1608,45.25,49.05125,8,8,8,18.33445,15.45,22,5.69605,5.35,6.15,240,240,240,0,0,0,16.93965,14.55,19.35
"Abruzzo","2020-04-16",160.5654,151.5475,169.655,53.39965,50.95,55.75,47.5021,45.55,49.45,3,3,3,29.28595,25.65,34.0525,9.64515,9.05,10.3,243,243,243,0,0,0,17.39965,14.95,19.75
"Abruzzo","2020-04-17",149.6042,134.9475,172.4025,52.77945,48.7,58.65,47.2693,43.6,52.95125,3,3,3,13.96115,3.15,34.605,4.979,2.05,10.5,246,246,246,0,0,0,16.77945,12.7,22.65
"Abruzzo","2020-04-18",148.0341,126.3925,187.865,53.4334,47.44875,64.35125,47.809,42.14875,58.40125,7,7,7,11.71535,2.94875,30.25125,4.3623,1.9,9.1525,253,253,253,0,0,0,17.4334,11.44875,28.35125
"Abruzzo","2020-04-19",141.86175,114.24875,197.05375,49.32655,41.64875,64.55375,43.64175,36.19875,58.70375,5,5,5,9.7383,2.85,24.90625,4.53025,2.44875,8.70125,258,258,258,0,0,0,13.32655,5.64875,28.55375
"Abruzzo","2020-04-20",126.6007,94.84375,193.47625,43.82495,34.3475,63.60125,38.8402,29.8475,58.205,5,5,5,7.8881,2.69875,20.655,3.0443,1.1,7.6025,263,263,263,0,0,0,7.82495,0,27.60125
"Abruzzo","2020-04-21",113.3066,76.34625,189.63875,40.37745,28.99875,63.16,35.4464,24.7475,58.0525,8,8,8,6.41185,0,16.805,2.4981,0.25,6.35125,271,271,271,0,0,0,4.37745,0,27.16
"Abruzzo","2020-04-22",97.44605,56.09625,184.1025,32.4828,19.39875,58.905,27.8857,15.45,53.51125,3.808,1,9,5.01295,0,13.55125,1.9994,0.1,5.40125,274.808,272,280,0,0,0,0,0,22.905
"Abruzzo","2020-04-23",76.38635,34.04875,163.03125,28.80335,17.0475,52.95125,24.45695,13.44625,47.755,3.193,1,8,3.7941,0,11.0525,1.55575,0.05,4.35,278.001,273,288,0,0,0,0,0,16.95125
"Abruzzo","2020-04-24",63.0803,27.34875,135.24375,23.9604,13.5,44.9525,20.2374,10.35,40.10125,2.653,1,7,2.6897,0,8.60125,1.156,0,3.20125,280.654,274,295,0,0,0,0,0,8.9525
"Abruzzo","2020-04-25",53.7114,23.2975,115.3925,20.28835,10.39875,39.0575,16.98135,7.84875,34.16,2.148,1,5.02499999999998,2.00095,0,7.15,0.8715,0,2.8,282.802,275,300.025,0,0,0,0,0,3.05749999999999
"Abruzzo","2020-04-26",44.40555,17.64125,93.6262499999999,16.8069,7.8975,32.95875,13.93625,5.74875,28.8525,1.747,0,4,1.1971,0,5.2,0.57415,0,1.8,284.549,275,304.025,0,0,0,0,0,0
"Abruzzo","2020-04-27",36.65575,14.5475,80.2025,14.71325,6.89875,29.4575,11.9803,5.09875,25.45125,1.375,0,4,0.65175,0,4.50125,0.3503,0,1.65,285.924,275,308.025,0,0,0,0,0,0
"Abruzzo","2020-04-28",28.52725,11.3,66.10875,12.84975,6.3,26.85125,10.26375,4.59875,22.35125,1.043,0,3,0.3033,0,4.15125,0.20755,0,1.45,286.967,275,311.025,0,0,0,0,0,0
"Abruzzo","2020-04-29",22.36785,9.34875,53.8,10.26365,4.75,22.7025,8.0849,3.4,18.7,0.742,0,2,0.0876,0,0,0.10205,0,0.551249999999999,287.709,275,313.025,0,0,0,0,0,0
"Abruzzo","2020-04-30",17.2309,7.5,42.55875,8.39725,3.64875,19.8025,6.5118,2.59875,16.15,0.547,0,2,0.0186,0,0,0.0466,0,0.35,288.256,275,315.025,0,0,0,0,0,0
"Abruzzo","2020-05-01",14.22415,6.85,35.16,6.704,2.54875,16.7025,5.11635,1.85,13.1525,0.329,0,1,0.0126,0,0,0.02305,0,0.3,288.585,275,316.025,0,0,0,0,0,0
"Abruzzo","2020-05-02",11.8734,6.3,28.11875,4.5043,0.7,13.8075,3.40455,0.55,11.05375,0.178,0,1,0.0027,0,0,0.00655,0,0,288.763,275,317.025,0,0,0,0,0,0
"Abruzzo","2020-05-03",9.2592,4.75,22.60875,3.43085,0.54875,10.65875,2.5705,0.4,8.40375,0.082,0,1,0,0,0,0.00085,0,0,288.845,275,318.025,0,0,0,0,0,0
"Abruzzo","2020-05-04",7.57305,3.64875,18.005,2.59885,0.3,8.05125,1.93855,0.24875,6.00125,0.025,0,0,0,0,0,0.0011,0,0,288.87,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-05",6.1775,2.54875,14.20625,1.9498,0.15,5.9,1.45005,0.1,4.40125,0.006,0,0,0,0,0,0.00035,0,0,288.876,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-06",4.2372,0.7,11.35375,1.43105,0,4.5,1.06465,0,3.4,0.003,0,0,0,0,0,0,0,0,288.879,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-07",3.32615,0.54875,9.30125,1.01405,0,3.40125,0.75295,0,2.55125,0.001,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-08",2.56555,0.3,7.3525,0.68855,0,2.55,0.5127,0,1.95,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-09",1.9398,0.15,5.9,0.4434,0,1.9,0.33095,0,1.45,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-10",1.42705,0,4.5,0.2711,0,1.35,0.2012,0,1.05,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-11",1.01305,0,3.40125,0.14555,0,0.901249999999999,0.10805,0,0.651249999999999,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-12",0.68855,0,2.55,0.0685,0,0.65,0.05045,0,0.5,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-13",0.4434,0,1.9,0.0279,0,0.35,0.02135,0,0.251249999999999,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-14",0.2711,0,1.35,0.00785,0,0,0.0057,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-15",0.14555,0,0.901249999999999,0.0023,0,0,0.00175,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-16",0.0685,0,0.65,0.00145,0,0,0.00125,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-17",0.0279,0,0.35,0.00035,0,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-18",0.00785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-19",0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-20",0.00145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-21",0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-05-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-06-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-06-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-06-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-06-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-06-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-06-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-06-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-06-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
"Abruzzo","2020-06-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.88,275,319,0,0,0,0,0,0
